,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_reer,us_oil_price,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_sp500_close,us_sp500_qoq_growth
1979-06-30,71.3696505373974,10.7438,5.7,100.3104,7246.454,2.6566953584967523,8.91,,,2476.7,4.1246687639867385,14.498664405695205,51.8965,,102.91000366210938,1.2993477426934685
1979-09-30,71.4388957316331,11.7558,5.866667,99.54821,7300.281,2.389453450707335,9.33,,,2566.476,3.6248233536560814,14.67014098326378,51.4597,,109.31999969482422,6.228739485581181
1979-12-31,71.3689983674672,12.66073,5.966667,98.72467,7318.535,1.284088156938723,10.39,,,2643.895,3.0165487618041276,14.166441764813854,51.7878,,107.94000244140625,-1.2623465580592241
1980-03-31,70.4205074801084,14.28571,6.3,97.80393,7341.557,1.420553641544986,12.75,,,2713.36,2.6273736286804183,14.074256566177223,51.87,,102.08999633789062,-5.4196831306273285
1980-06-30,69.0963863235689,14.5056,7.333333,98.01794,7190.289,-0.775068743967744,9.78,,,2752.864,1.4559070672524044,11.15048249687085,48.9482,,114.23999786376953,11.90126551250492
1980-09-30,70.1088336769823,12.86682,7.666667,99.61237,7181.743,-1.623745716089553,11.51,,,2815.092,2.260482174201117,9.687057272306454,49.5608,,125.45999908447266,9.821429823627014
1980-12-31,68.85678613926,12.64267,7.4,100.0562,7315.677,-0.039051531488198954,12.84,,,2897.916,2.942141855399405,9.60783238366123,51.3708,,135.75999450683594,8.209784391460317
1981-03-31,67.550666831284,11.23311,7.433333,99.71211,7459.022,1.6000011986558205,13.12,,,2941.973,1.5202994151659155,8.425457735059116,51.0826,,136.0,0.17678661083915248
1981-06-30,67.5227966293503,9.775968,7.4,99.07908,7403.745,2.9686706612209957,13.47,,,3037.361,3.2423139165451254,10.334582456670582,51.4101,,131.2100067138672,-3.522053886862364
1981-09-30,67.4711427133165,10.84,7.4,98.20006,7492.405,4.325718700878034,15.32,,,3118.295,2.6646157634867995,10.77062490320031,51.4337,,116.18000030517578,-11.454923892708656
1981-12-31,66.817123137701,9.547935,8.233334,97.21243,7410.768,1.2998250196119887,13.72,,,3188.017,2.235901349936409,10.010676637970173,49.8987,,122.55000305175781,5.482873756110895
1982-03-31,66.6899379086403,7.593014,8.833333,96.42193,7295.631,-2.190515056799669,13.86,,,3234.264,1.4506509846089477,9.935203348229237,49.5323,,111.95999908447266,-8.641373891123095
1982-06-30,66.1769135862632,6.753247,9.433333,96.26595,7328.912,-1.0107452377141501,14.3,,,3306.752,2.2412517963901424,8.869245374520851,48.6214,,109.61000061035156,-2.0989625699693426
1982-09-30,64.9828264549587,5.774089,9.9,96.82309,7300.896,-2.5560417516138023,12.34,,,3354.121,1.4324932743671193,7.562658439948744,47.9008,,120.41999816894531,9.862236564546523
1982-12-31,65.0464030061164,4.517965,10.66667,98.03396,7303.817,-1.4431837563933958,10.54,,,3408.601,1.624270561497343,6.919160092308174,46.9485,,140.63999938964844,16.79123196160086
1983-03-31,65.483575718885,3.599153,10.36667,99.84261,7400.066,1.4314731652409485,10.51,,,3449.914,1.2120221756668048,6.6676684401768105,47.9244,,152.9600067138672,8.759959739537337
1983-06-30,65.5345709656255,3.336809,10.13333,101.5104,7568.456,3.268479687025838,10.85,,,3541.234,2.647022505488539,7.091006522412324,49.123,,167.63999938964844,9.597275125152294
1983-09-30,65.2719005382331,2.62709,9.366667,102.3958,7719.746,5.736967079109201,11.65,,,3638.934,2.7589252785893414,8.491434864752945,51.178,,166.07000732421875,-0.9365259312489771
1983-12-31,65.3049382414105,3.301566,8.533334,102.6262,7880.794,7.899663970222681,11.83,,,3758.761,3.29291490310073,10.272836275058307,52.0594,,164.92999267578125,-0.6864663082791655
1984-03-31,65.4399251869815,4.529973,7.866667,102.2785,8034.847,8.578045114732769,12.32,,,3862.041,2.74771394084381,11.946007929473023,53.5929,,159.17999267578125,-3.4863276877137417
1984-06-30,65.7891110102005,4.339051,7.433333,101.4174,8173.67,7.996531921438144,13.56,,,4018.861,4.060547259855607,13.487586530570983,54.4014,,153.17999267578125,-3.7693179269211563
1984-09-30,66.0225822995856,4.255319,7.433333,100.6693,8252.465,6.900732226163919,12.52,,,4142.505,3.0765930944115727,13.838420812248863,54.4466,,166.10000610351562,8.434530647276306
1984-12-31,66.5388900040464,4.085667,7.3,100.362,8320.199,5.575643773964911,11.5,,,4303.374,3.8833749144539187,14.489162785290155,54.6416,,167.24000549316406,0.6863331413353269
1985-03-31,66.5691585780374,3.584229,7.233333,100.2135,8400.82,4.5548222635726665,11.86,,,4429.767,2.9370675195788287,14.700154659155595,54.8653,,180.66000366210938,8.024394719057737
1985-06-30,67.0528476207862,3.739523,7.3,100.1227,8474.787,3.683987731337335,10.16,,,4574.692,3.271616769008401,13.830560449838902,54.7989,,191.85000610351562,6.193956722338534
1985-09-30,67.8685882655256,3.348214,7.2,100.0421,8604.22,4.262423409248006,10.37,,,4710.204,2.962210352084904,13.704244171099367,54.8906,,182.0800018310547,-5.092522263037813
1985-12-31,68.5909420598761,3.51377,7.033333,100.0839,8668.188,4.182460058948112,9.26,,,4907.862,4.196378755569841,14.04683859687772,55.4412,,211.27999877929688,16.036905016804525
1986-03-31,69.2582904396872,3.082731,7.033333,100.112,8749.127,4.146107165729074,7.78,,10.25,4993.852,1.7520867538655338,12.73396546590373,54.9625,,238.89999389648438,13.072697499416087
1986-06-30,70.7934327017827,1.615911,7.166667,100.0465,8788.524,3.702004545954951,7.8,,12.8,5140.532,2.9372115953776756,12.368920137137106,54.9005,,250.83999633789062,4.997908223714664
1986-09-30,71.8076135601134,1.635298,6.966667,99.90099,8872.601,3.1191787285773875,7.45,,14.7,5289.395,2.8958675872458484,12.296516244307053,55.2975,,231.32000732421875,-7.781848707802464
1986-12-31,72.943594009103,1.284404,6.833333,99.96754,8920.193,2.9072396676214085,7.11,,17.93,5467.403,3.3653754351868237,11.400911435570116,56.2845,,242.1699981689453,4.690467966966283
1987-03-31,73.7007018947097,2.197132,6.6,100.5554,8986.367,2.7115848244058993,7.25,,18.82,5531.896,1.1795911148309246,10.774127867626039,56.9098,,291.70001220703125,20.45258058908366
1987-06-30,74.3662853889895,3.761468,6.266667,101.0371,9083.256,3.353600672877488,8.4,,20.22,5687.674,2.8159965407881904,10.643684350180106,57.9307,,304.0,4.216656591786139
1987-09-30,74.844095915908,4.189435,6.0,100.9082,9162.024,3.2619859723208355,9.42,,19.62,5818.903,2.3072524902095326,10.010747921076035,58.9951,,321.8299865722656,5.865127161929484
1987-12-31,75.0942115092048,4.498792,5.833333,100.4035,9319.332,4.474555651430423,8.99,,16.74,5955.134,2.3411801159084478,8.920706960873371,60.4095,,247.0800018310547,-23.226544405434435
1988-03-31,75.737861841244,3.971335,5.7,100.3528,9367.502,4.241257896544837,8.37,,17.09,6073.339,1.9849259479299608,9.787656890151219,60.8501,,258.8900146484375,4.779833547782686
1988-06-30,76.4912153142965,3.919835,5.466667,100.5564,9490.594,4.484493225777175,8.92,,15.2,6243.692,2.8049315211945203,9.77584158304432,61.2569,,273.5,5.643317441733808
1988-09-30,76.2824688510862,4.108392,5.466667,100.6222,9546.206,4.193200105129624,8.98,,13.33,6380.772,2.195495870071751,9.65592655522871,61.3807,,271.9100036621094,-0.5813514946583664
1988-12-31,76.5348049991484,4.305114,5.333333,100.5972,9673.405,3.799338836732069,9.11,,17.12,6541.111,2.5128464079268165,9.83986254549436,62.0743,,277.7200012207031,2.13673549348834
1989-03-31,76.6013631056797,4.824813,5.2,100.28,9771.725,4.3151632099998505,9.36,,20.27,6653.533,1.7186988571207706,9.553130493786055,62.1369,,294.8699951171875,6.175282234301638
1989-06-30,76.5472692485004,5.218378,5.233333,99.80979,9846.293,3.7479108262349126,8.28,,20.29,6815.652,2.4365851946627437,9.160605616036154,61.7697,,317.9800109863281,7.837357564968994
1989-09-30,77.7388736669238,4.673944,5.233333,99.70148,9919.228,3.9075419072247097,8.19,,20.15,6928.31,1.6529306367167873,8.581061978080395,61.5796,,349.1499938964844,9.802497588911784
1989-12-31,78.0569474930409,4.598338,5.366667,99.76953,9938.767,2.743211930028755,7.84,,21.84,7065.938,1.9864584581232636,8.023514659818499,62.0428,,353.3999938964844,1.2172418943991348
1990-03-31,77.2043845162229,5.232877,5.3,99.83252,10047.386,2.821006526483294,8.59,,20.34,7192.124,1.7858350865801453,8.094812184744548,62.5999,19.73,339.94000244140625,-3.8087129845906897
1990-06-30,76.4490582714173,4.58221,5.333333,99.29954,10083.855,2.412704964193124,8.48,,17.05,7303.613,1.5501540296023908,7.159417763700371,62.8382,15.5,358.0199890136719,5.318581644530629
1990-09-30,75.6005698784759,5.53476,5.7,97.94815,10090.569,1.7273622503686914,8.89,,39.53,7384.432,1.1065619166842344,6.583452530270728,62.9523,29.11,306.04998779296875,-14.515949616075352
1990-12-31,74.4160516992853,6.223517,6.133333,97.12814,9998.704,0.6030627340393391,8.08,,28.48,7458.077,0.9973008079700696,5.549709040752981,61.3352,26.38,330.2200012207031,7.897407087656694
1991-03-31,74.5810986520791,5.285082,6.6,97.72501,9951.916,-0.9501973946258402,8.11,,19.63,7468.526,0.14010313918721984,3.843120613604545,60.3346,16.88,375.2200012207031,13.627278733465985
1991-06-30,74.1845969590247,4.845361,6.833333,98.79539,10029.51,-0.5389307958117096,8.28,,20.56,7538.276,0.9339192231506033,3.2129714430378487,61.5581,19.55,371.1600036621094,-1.0820312204534277
1991-09-30,73.8102516891055,3.876362,6.866667,99.22391,10080.195,-0.10280887034219699,7.65,,22.25,7540.773,0.03312428465076511,2.1171702847287532,62.2195,15.85,387.8599853515625,4.499402285989884
1991-12-31,73.9161140092293,2.991773,7.1,99.06947,10115.329,1.1664011655910578,7.09,,19.15,7581.419,0.5390163581372898,1.6538043251631773,61.7852,19.31,417.0899963378906,7.536227528043038
1992-03-31,74.343754939348,2.868447,7.366667,99.41574,10236.435,2.858936912248855,7.54,,19.49,7615.218,0.44581363990039424,1.9641358950882593,62.4232,16.18,403.69000244140625,-3.2127344252171564
1992-06-30,73.7520437426397,3.097345,7.6,99.69566,10347.429,3.169835814511379,7.26,,21.84,7656.355,0.5401946470869223,1.566392634071767,63.1363,13.35,408.1400146484375,1.102334013752837
1992-09-30,73.8806159211078,3.097561,7.633333,99.70724,10449.673,3.6653854414522735,6.42,,21.83,7711.512,0.7204080793014489,2.2642108441667697,63.5703,14.28,417.79998779296875,2.3668282446777766
1992-12-31,73.9457425765761,3.050109,7.366667,100.0841,10558.648,4.382645388993267,6.77,,19.49,7773.848,0.8083499059587718,2.5381660082367086,64.3507,12.57,435.7099914550781,4.286741068787259
1993-03-31,73.5355172054693,3.197115,7.133333,100.0399,10576.275,3.3199058070509935,5.98,,20.44,7812.554,0.49790013903023844,2.5913375034043673,64.8522,12.53,451.6700134277344,3.6629919638420105
1993-06-30,73.7903750223239,3.147353,7.066667,99.62022,10637.847,2.806668207145946,5.96,,18.82,7919.946,1.3746080987088183,3.4427740093033954,64.9301,11.26,450.5299987792969,-0.25239989694819664
1993-09-30,74.0172720557835,2.744263,6.8,99.66884,10688.606,2.2865117406066116,5.36,,18.72,8028.094,1.3655143608302334,4.105316830214356,65.3717,12.99,458.92999267578125,1.8644693847788218
1993-12-31,74.2899670081485,2.724924,6.633333,100.3541,10833.987,2.6077107599381977,5.77,,14.19,8151.103,1.532231685378882,4.852873377508793,66.5436,11.66,466.45001220703125,1.63859840308207
1994-03-31,74.6910431721062,2.515723,6.566667,100.9483,10939.116,3.430706936043171,6.48,88.27,14.78,8260.279,1.3394015509312185,5.730840388431235,67.4552,20.45,445.7699890136719,-4.433491832385384
1994-06-30,74.877131820295,2.380952,6.2,101.0804,11087.361,4.225610689832271,7.1,87.12,19.37,8399.652,1.6872674639682117,6.05693523667965,68.6265,14.97,444.2699890136719,-0.33649640778172785
1994-09-30,74.788679868747,2.878195,6.0,100.9238,11152.176,4.337048254936149,7.46,84.74,18.36,8528.83,1.5378970462109676,6.237296175156892,69.3961,14.28,462.7099914550781,4.150629774103143
1994-12-31,74.8073314536137,2.652641,5.633333,100.5002,11279.932,4.116167021429895,7.81,86.11,17.77,8699.19,1.9974603785044343,6.7240838448489715,71.1523,13.2,459.2699890136719,-0.7434467603754435
1995-03-31,74.8905655305094,2.840264,5.466667,99.58177,11319.951,3.481405627292,7.2,86.01,19.18,8807.641,1.2466792885314604,6.626434772965895,71.3113,13.37,500.7099914550781,9.02301553175786
1995-06-30,74.9161560125794,3.093249,5.666667,98.83786,11353.721,2.4023751008017014,6.17,82.21,17.38,8978.958,1.9450951736111888,6.8967857239800034,71.7749,11.38,544.75,8.79551223192896
1995-09-30,75.2833888472521,2.641003,5.666667,98.62749,11450.31,2.6733258155179795,6.2,85.21,17.54,9125.043,1.6269705237511811,6.990560252695843,72.7144,12.74,584.4099731445312,7.2803989251089885
1995-12-31,75.3955893480103,2.650924,5.566667,98.57973,11528.067,2.1997916299495213,5.71,86.35,19.54,9279.97,1.6978221362901946,6.676253766155216,73.0305,12.52,615.9299926757812,5.393477349753373
1996-03-31,75.6313983003169,2.739726,5.533333,98.93958,11614.418,2.6013098466592277,6.27,86.82,21.43,9410.866,1.4105218012558263,6.8488826917445955,73.585,18.88,645.5,4.800871474980117
1996-06-30,75.6114040921146,2.847131,5.5,99.41912,11808.14,4.002379484223728,6.91,87.08,20.92,9590.932,1.9133839542503361,6.815646091673444,75.4433,13.68,670.6300048828125,3.893106875726171
1996-09-30,75.7642213344847,2.943742,5.266667,99.65799,11914.063,4.0501348871777365,6.83,86.82,24.2,9739.846,1.5526541111958503,6.737535373805903,76.3158,16.95,687.3300170898438,2.4901975881543637
1996-12-31,75.6957701866914,3.190104,5.333333,99.90023,12037.775,4.421452442981133,6.3,87.47,25.9,9877.376,1.4120346461330202,6.4375854663323295,77.5333,20.92,740.739990234375,7.770644641808189
1997-03-31,75.831180940237,2.946237,5.233333,100.2667,12115.472,4.314068944306992,6.69,90.56,20.35,10009.716,1.3398295255744097,6.363388874095111,79.082,22.14,757.1199951171875,2.2113028996355144
1997-06-30,76.2645711104951,2.342419,5.0,100.6872,12317.221,4.31127171595187,6.49,89.16,19.82,10206.773,1.9686572526133483,6.421075657714992,79.9792,21.53,885.1400146484375,16.908815030229785
1997-09-30,76.6141314803323,2.202923,4.866667,100.9501,12471.01,4.674702492340366,6.21,91.79,21.13,10437.733,2.262811174501489,7.165277561883432,82.2156,22.91,947.280029296875,7.020359900136075
1997-12-31,77.1938817020323,1.871714,4.666667,100.9416,12577.495,4.483552816031211,5.81,96.75,17.65,10642.672,1.9634435945046658,7.747968691279961,83.9538,24.01,970.4299926757812,2.4438352612679237
1998-03-31,78.1561420030997,1.462294,4.633333,100.7212,12703.742,4.855526883310857,5.65,97.24,15.75,10867.157,2.109291726739282,8.566087189686499,84.488,24.22,1101.75,13.53214640060001
1998-06-30,79.0918044189641,1.602164,4.4,100.2125,12821.339,4.09279008633523,5.5,99.91,14.3,11192.516,2.993966131160164,9.657734133991225,84.8248,19.71,1133.8399658203125,2.912635881126624
1998-09-30,79.876416902589,1.595855,4.533333,99.76708,12982.752,4.103452727565782,4.81,100.36,16.19,11437.292,2.186961358822259,9.576399396305678,86.2021,40.95,1017.010009765625,-10.303919386909522
1998-12-31,80.9744605575647,1.548307,4.433333,100.0393,13191.67,4.883126568525764,4.65,96.15,12.14,11726.858,2.5317706324189393,10.187159765893373,87.1185,24.42,1229.22998046875,20.86704837369615
1999-03-31,81.9868653045711,1.667696,4.3,100.645,13315.597,4.816336792733988,5.23,98.43,16.66,11996.079,2.295764133922318,10.38838400880746,88.2267,23.26,1286.3699951171875,4.648439718875719
1999-06-30,82.7323340119465,2.109359,4.266667,101.0605,13426.748,4.721885912228041,5.9,98.43,19.33,12265.22,2.24357475471777,9.584118530632434,88.9188,21.09,1372.7099609375,6.711907627513258
1999-09-30,83.5511952282669,2.345981,4.233333,101.2426,13604.771,4.791118246732284,5.92,96.99,24.54,12616.408,2.8632833328713136,10.30939841354055,89.4299,25.41,1282.7099609375,-6.556374074719617
1999-12-31,84.2847229997912,2.622484,4.066667,101.3804,13827.98,4.8235742707329665,6.28,96.7,25.76,12900.875,2.2547384326822684,10.011351719275519,91.6634,24.64,1469.25,14.54265147564322
2000-03-31,85.0823308549841,3.240178,4.033333,101.2119,13878.147,4.224744861233032,6.26,98.51,26.86,13184.822,2.2009902429098727,9.909429572779583,92.1504,24.11,1498.5799560546875,1.9962536024970223
2000-06-30,86.0989232694648,3.329322,3.933333,100.7837,14130.908,5.2444568111355006,6.1,100.53,32.44,13514.042,2.4969620371059875,10.181814920564003,92.9862,19.54,1454.5999755859375,-2.934777039493852
2000-09-30,86.8842011443255,3.508073,4.0,100.1366,14145.312,3.9731723525519014,5.8,102.31,30.87,13782.955,1.9898783798363295,9.24626882707027,92.9792,20.57,1436.510009765625,-1.2436385345754974
2000-12-31,87.9020311222318,3.4271,3.9,99.1219,14229.765,2.9055943095086967,5.24,103.27,26.72,14015.065,1.6840365509428246,8.636545970719034,92.3415,26.85,1320.280029296875,-8.091136134005328
2001-03-31,88.8661829130291,3.393488,4.233333,98.35949,14183.12,2.1975051856706784,4.89,106.28,26.37,14130.7,0.8250764445259406,7.173991427415549,91.1162,28.64,1160.3299560546875,-12.114859703465342
2001-06-30,89.8743413614778,3.377329,4.4,98.22601,14271.694,0.9962983270431103,5.28,107.7,26.37,14471.316,2.4104679881393087,7.083550576504072,89.8784,19.06,1224.3800048828125,5.51998580178914
2001-09-30,91.1969225235107,2.695937,4.833333,98.07815,14214.516,0.48923629256110157,4.73,106.58,23.44,14780.642,2.1375111980140415,7.238556608506674,88.7485,31.93,1040.93994140625,-14.982281868783042
2001-12-31,92.6002623821926,1.857882,5.5,98.56182,14253.574,0.16731829373148877,5.09,106.95,19.96,14963.76,1.2389042370419379,6.769108812552771,87.9324,23.8,1148.0799560546875,10.292622118399786
2002-03-31,93.9253689973521,1.252134,5.7,99.37714,14372.785,1.3372586567694578,5.28,108.48,26.21,15137.544,1.1613658599175514,7.125223803491676,89.1686,17.4,1147.3900146484375,-0.06009524011035827
2002-06-30,94.9492638157387,1.295531,5.833333,99.21523,14460.848,1.3253787532159889,4.93,105.49,26.79,15366.315,1.5112821472228255,6.184641396815604,90.7061,25.4,989.8200073242188,-13.732907321186548
2002-09-30,96.2680608880116,1.59385,5.733333,98.35358,14519.633,2.1465169830615416,3.87,105.81,30.59,15614.423,1.6146226339887049,5.6410337250574205,90.6531,39.69,815.280029296875,-17.633506772527042
2002-12-31,97.7446202313036,2.200075,5.866667,97.8903,14537.58,1.9925248221954739,4.03,104.28,31.21,15914.764,1.9234844604888668,6.355381267809679,90.4652,28.62,879.8200073242188,7.916295715351351
2003-03-31,98.699922940589,2.866779,5.866667,97.81909,14614.141,1.6792570124718242,3.81,103.11,31.14,16107.287,1.2097131946160244,6.406210941484303,91.1044,29.15,848.1799926757812,-3.5961917647978625
2003-06-30,100.178545531622,2.131603,6.133333,98.46088,14743.567,1.9550651524723905,3.33,98.44,30.15,16531.904,2.6361795130365406,7.5853514652016285,90.6527,19.52,974.5,14.893066143391675
2003-09-30,101.493888958452,2.196383,6.133333,99.57734,14988.782,3.2311353875128956,4.27,99.76,29.19,16827.159,1.7859709323257755,7.766767942689912,91.5059,22.72,995.969970703125,2.203178112172899
2003-12-31,103.266854961692,1.895124,5.833333,100.6823,15162.76,4.300440651057458,4.27,95.11,32.51,17106.15,1.6579804113100893,7.486042520014768,92.2602,18.31,1111.9200439453125,11.641924621515475
2004-03-31,104.752106311837,1.785064,5.7,101.1322,15248.68,4.341952085996703,3.83,95.67,35.75,17427.102,1.8762374935330062,8.193900065231329,92.5861,16.74,1126.2099609375,1.2851568842561667
2004-06-30,106.673439588665,2.867514,5.6,101.0138,15366.85,4.227491217016888,4.73,97.58,36.92,17834.915,2.3401079536919056,7.881796313358724,92.871,14.34,1140.8399658203125,1.2990477255798716
2004-09-30,108.890889094825,2.727108,5.433333,100.684,15512.619,3.494860356231766,4.13,96.19,49.56,18213.253,2.1213333509018772,8.237243137715655,93.7467,13.34,1114.5799560546875,-2.301813624380078
2004-12-31,110.627753299077,3.322499,5.433333,100.5736,15670.88,3.3511049439547858,4.23,90.89,43.36,18722.493,2.795985977903004,9.448899957032975,95.5365,13.29,1211.9200439453125,8.733342759471707
2005-03-31,112.716921097129,3.042233,5.3,100.4079,15844.727,3.9088432572524257,4.5,91.68,55.31,19053.399,1.767424883000368,9.331999089693754,96.4456,14.02,1180.5899658203125,-2.585160488228855
2005-06-30,114.966565872345,2.946366,5.1,100.3841,15922.782,3.6177355801611855,4.0,94.29,56.63,19555.892,2.6372879715582442,9.649482489824024,97.1753,12.04,1191.3299560546875,0.9097138333640231
2005-09-30,116.741502174166,3.83263,4.966667,100.6146,16047.587,3.448598847170792,4.2,94.5,66.21,20032.135,2.435291624641822,9.986585043319817,95.3005,11.92,1228.81005859375,3.146072366314434
2005-12-31,118.281507652431,3.739951,4.966667,101.1207,16136.734,2.9727366937913002,4.47,94.38,61.06,20516.36,2.4172410978660075,9.581346885802034,98.0452,12.07,1248.2900390625,1.5852718923087927
2006-03-31,119.381991014708,3.6471,4.733333,101.3753,16353.835,3.2131067957182013,4.72,94.22,66.25,21066.108,2.6795591420700315,10.563516777242722,98.4628,11.39,1294.8699951171875,3.731501061217335
2006-06-30,119.154582135583,4.010283,4.633333,101.2265,16396.151,2.9729038556202125,5.11,93.73,73.94,21654.762,2.7943177733637192,10.732673303779737,99.0997,13.08,1270.199951171875,-1.9052139626634768
2006-09-30,118.48546459258,3.335591,4.633333,101.2501,16420.738,2.325277937424497,4.72,92.63,62.9,22127.754,2.1842401223343133,10.461286328192188,99.3183,11.98,1335.8499755859375,5.168479525880509
2006-12-31,119.241580478205,1.937332,4.433333,101.5815,16561.866,2.6345603763438197,4.56,90.23,60.85,22638.449,2.3079387090076953,10.343399121481589,100.1735,11.56,1418.300048828125,6.172105756563173
2007-03-31,118.871727977828,2.424095,4.5,101.9422,16611.69,1.5767249700146868,4.56,91.31,65.94,23040.774,1.7771756360164037,9.37366313701611,100.9547,14.64,1420.8599853515625,0.18049329727884977
2007-06-30,117.543446984268,2.650684,4.5,102.1919,16713.314,1.9343747200181172,5.1,89.89,70.47,23667.946,2.7220092519461225,9.296726512163932,101.7893,16.23,1503.3499755859375,5.805638210999686
2007-09-30,115.378590892797,2.360478,4.666667,101.9974,16809.587,2.3680360773066234,4.52,87.2,81.64,24209.676,2.2888762717305555,9.4086458119518,102.0894,18.0,1526.75,1.556525412849541
2007-12-31,112.128582264457,3.974384,4.8,101.6229,16915.191,2.133364682457861,4.1,84.43,95.95,24691.757,1.9912740674431273,9.070002984745118,102.3803,22.5,1468.3599853515625,-3.824464689598006
2008-03-31,108.665834340447,4.095428,5.0,101.1763,16843.003,1.3924712055185307,3.51,81.49,101.54,25019.455,1.3271554551585796,8.587736679332036,101.5336,25.61,1322.699951171875,-9.919913075322118
2008-06-30,104.589139206153,4.379385,5.333333,100.2967,16943.291,1.3760107660276244,4.1,82.41,139.96,25185.007,0.6616930704525625,6.4097704126923505,100.0335,23.95,1280.0,-3.2282416835385908
2008-09-30,100.879193561927,5.302814,6.0,98.22334,16854.295,0.26596727212868654,3.69,85.33,100.7,25446.404,1.0379071961345687,5.108403763850444,93.7895,39.39,1166.3599853515625,-8.878126144409181
2008-12-31,99.4926215315527,1.601687,6.866667,95.66187,16485.35,-2.5411536884212604,2.42,89.56,44.6,25207.752,-0.9378613968401894,2.0897459828395304,90.8357,40.0,903.25,-22.558214329708537
2009-03-31,99.5591214180201,-0.04023253,8.266666,94.78019,16298.262,-3.234227293078318,2.82,93.46,49.64,25034.341,-0.6879272693574578,0.059497698890709216,86.6528,44.14,797.8699951171875,-11.666759466682809
2009-06-30,97.77330294517,-1.150445,9.3,95.88248,16269.145,-3.9788374053187248,3.72,88.35,69.82,24918.068,-0.4644540073972858,-1.0599123518210685,84.7459,26.35,919.3200073242188,15.221779606988894
2009-09-30,96.6643830424593,-1.62336,9.633333,97.51221,16326.281,-3.1328157006863644,3.4,85.98,70.46,24706.482,-0.8491268263655094,-2.907766456902905,87.4063,25.61,1057.0799560546875,14.984983208560209
2009-12-31,95.8740696963134,1.443934,9.933333,98.84718,16502.754,0.10557252348297741,3.59,84.11,79.39,24496.841,-0.8485263098161888,-2.8202078471733616,88.3793,21.68,1115.0999755859375,5.488706809634025
2010-03-31,94.634796605452,2.360525,9.833333,99.63284,16582.71,1.7452658449103264,3.73,84.68,83.45,24354.295,-0.5818954370483964,-2.716452572088879,90.2928,17.59,1169.4300537109375,4.872215883284525
2010-06-30,93.9936507929743,1.767765,9.633333,99.60513,16743.162,2.91359502911801,3.2,87.36,75.59,24225.045,-0.530707212013326,-2.781206793399882,91.9928,34.54,1030.7099609375,-11.86219666009427
2010-09-30,92.2847583329001,1.175609,9.466666,99.61214,16872.266,3.344209253779229,2.65,83.95,79.95,24202.399,-0.09348176649413009,-2.0402864317145553,92.9537,23.7,1141.199951171875,10.719794551502826
2010-12-31,90.7799135047109,1.270248,9.5,100.1113,16960.864,2.7759609093124693,3.29,81.7,91.38,24132.748,-0.28778552076594854,-1.4862855173856993,93.6787,17.75,1257.6400146484375,10.20330077625684
2011-03-31,88.0098902595533,2.141127,9.033334,100.3613,16920.632,2.037797199613345,3.41,79.88,106.19,24119.472,-0.0550123840020178,-0.964195432468884,94.0788,17.74,1325.8299560546875,5.422055644858914
2011-06-30,86.4094299863782,3.430395,9.066667,99.78638,17035.114,1.7437088645501975,3.0,78.96,95.3,24141.256,0.09031706830067154,-0.34587758247712763,94.172,16.52,1320.6400146484375,-0.39144849477483756
2011-09-30,86.2760501885867,3.756174,9.0,99.13931,17031.313,0.9426534645672335,1.98,80.98,78.93,24212.82,0.2964385945785075,0.04305771506369904,95.1961,42.96,1131.4200439453125,-14.327899246146691
2011-12-31,86.1383699779629,3.293777,8.633333,99.52255,17222.583,1.543075871606514,1.98,82.1,98.83,24297.681,0.3504796219523376,0.6834406094158973,96.3571,23.4,1257.5999755859375,11.152350739750894
2012-03-31,85.949647282451,2.815192,8.266666,99.95192,17367.01,2.6380693108862374,2.17,81.22,103.03,24325.59,0.11486281345121085,0.8545709458316342,96.74,15.5,1408.469970703125,11.996660149972938
2012-06-30,87.0782780077535,1.889765,8.2,99.71552,17444.525,2.403335839137921,1.62,84.19,85.04,24413.329,0.36068601008238943,1.1270043281923714,97.6663,17.08,1362.1600341796875,-3.287960516497135
2012-09-30,87.8780672190928,1.697784,8.033334,99.62157,17469.65,2.5737123144880414,1.72,81.8,92.18,24600.402,0.766274030059555,1.600730522095306,97.381,15.73,1440.6700439453125,5.763640673315229
2012-12-31,88.7078064650898,1.889365,7.8,99.91846,17489.852,1.551852007332477,1.72,80.5,91.83,24771.868,0.6970048700830178,1.9515730739900539,98.3101,18.02,1426.18994140625,-1.0050949972839285
2013-03-31,90.224771370431,1.681829,7.733333,100.3331,17662.4,1.700868485709428,1.96,82.27,97.24,24798.356,0.10692774561853469,1.9434924291661604,99.1921,12.7,1569.18994140625,10.026714945065397
2013-06-30,91.9708217625071,1.39285,7.533333,100.6512,17709.671,1.5199382041070075,2.3,83.06,96.36,25005.821,0.8366078783609732,2.4269201467771895,99.3897,16.86,1606.280029296875,2.363645528939995
2013-09-30,93.0129268939342,1.553359,7.233333,100.7475,17860.45,2.237022493295515,2.81,82.86,102.36,25246.055,0.9607123077462587,2.62456280185992,100.161,16.6,1681.550048828125,4.685983649077574
