,us_house_price_idx,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_delinquency_rate,us_cpi,us_unemployment,us_sp500_close,us_sp500_log_ret,us_house_price_yoy,us_indprod_yoy,us_oil_yoy,us_reer_diff,us_bond_yield_10y_d1,us_house_price_yoy_L3,us_consumer_confidence_L2,us_unemployment_L1,us_credit_qoq_growth_L6,us_gdp_yoy_growth_L0,us_cpi_L6,us_bond_yield_10y_d1_L2,us_sp500_log_ret_L4,us_reer_diff_L1,us_indprod_yoy_L3,us_oil_yoy_L2,us_vix_log_ret_L0
2002-03-31,93.9253689973521,99.37843,14372.785,1.3372586567694578,5.28,2.7,2.58,108.47,0.0142992222835607,26.21,0.2724107464519971,15137.544,1.1613658599175514,7.125223803491676,89.1686,17.4,-0.3132153744569457,4.94,1.362862010221466,5.7,1147.3900146484375,-0.0006011330453738,5.693038587326593,-2.137490369440353,-0.6067500948046978,1.539999999999992,0.1900000000000004,4.384977127062362,98.0805,5.7,1.989878379836329,1.3372586567694578,3.45649582836709,-0.5499999999999998,-0.1291394479595422,0.3700000000000045,-3.342216371891737,-24.068675089083246,-0.3132153744569457
2002-06-30,94.9492638157387,99.21531,14460.848,1.3253787532159889,4.93,2.06,2.87,105.48,-0.0279522755670401,26.79,0.0218876662212023,15366.315,1.5112821472228255,6.184641396815604,90.7061,25.4,0.3782789678040076,4.78,1.0692177827799745,5.8,989.8200073242188,-0.1477219737246461,5.646686670948031,0.920910919642548,1.5927189988623305,-2.989999999999995,-0.3500000000000005,4.963757878168473,98.56399,5.7,1.6840365509428246,1.3253787532159889,3.4360189573459543,0.3599999999999994,0.053730187866269,1.539999999999992,-4.55015745457048,-25.299401197604787,0.3782789678040076
2002-09-30,96.2680608880116,98.35268,14519.633,2.1465169830615416,3.87,1.53,2.34,105.79,0.0029346355135973,30.59,0.1326444746062947,15614.423,1.6146226339887049,5.6410337250574205,90.6531,39.69,0.446350092770483,4.89,1.516002245929271,5.7,815.280029296875,-0.1939914673602564,5.560646372900968,2.146064440525741,30.50341296928327,0.3100000000000023,-1.0599999999999996,5.344849487525138,99.37843,5.8,0.8250764445259406,2.1465169830615416,2.9824561403508643,0.1900000000000004,-0.1623105026176138,-2.989999999999995,-4.774776238202749,-0.6067500948046978,0.446350092770483
2002-12-31,97.7446202313036,97.88914,14537.58,1.9925248221954737,4.03,1.32,2.71,104.27,-0.0144723081971814,31.21,0.020065398119876,15914.764,1.9234844604888668,6.355381267809679,90.4652,28.62,-0.3269934926666691,4.84,2.480270574971821,6.0,879.8200073242188,0.0761857009649329,5.5554462987140285,2.880394484854265,56.3627254509018,-1.5200000000000102,0.1600000000000001,5.693038587326593,99.21531,5.7,2.4104679881393087,1.9925248221954737,3.193960511033689,-0.3500000000000005,0.0979668488084315,0.3100000000000023,-2.137490369440353,1.5927189988623305,-0.3269934926666691
2003-03-31,98.699922940589,97.81839,14614.141,1.6792570124718242,3.81,1.19,2.62,103.09,-0.0113812956932083,31.14,-0.0022453898768357,16107.287,1.2097131946160244,6.406210941484303,91.1044,29.15,0.0183491386681964,4.68,3.025210084033625,5.9,848.1799926757812,-0.0366244806373292,5.083348614123096,2.1709435832793167,18.809614650896613,-1.1799999999999926,-0.2200000000000002,5.646686670948031,98.35268,6.0,2.137511198014041,1.6792570124718242,2.5921658986175045,-1.0599999999999996,-0.0006011330453738,-1.5200000000000102,0.920910919642548,30.50341296928327,0.0183491386681964
2003-06-30,100.178545531622,98.46091,14743.567,1.9550651524723903,3.33,1.09,2.24,98.42,-0.0463583576704612,30.15,-0.0323082432326578,16531.904,2.6361795130365406,7.5853514652016285,90.6527,19.52,-0.4010153318115549,4.53,1.948775055679297,6.3,974.5,0.138831650164834,5.5074484053203365,-0.0588714540698087,12.541993281075037,-4.670000000000002,-0.48,5.560646372900968,97.88914,5.9,1.238904237041938,1.9550651524723903,1.603665521191311,0.1600000000000001,-0.1477219737246461,-1.1799999999999926,2.146064440525741,56.3627254509018,-0.4010153318115549
2003-09-30,101.493888958452,99.57716,14988.782,3.231135387512896,4.27,1.15,3.12,99.75,0.0134230203321407,29.19,-0.0323587383071709,16827.159,1.7859709323257755,7.766767942689912,91.5059,22.72,0.1518060128680041,4.24,2.378318584070782,6.1,995.969970703125,0.0217925882860045,5.428413143710875,0.9407289987876988,-4.576659038901598,1.3299999999999983,0.9399999999999996,5.5554462987140285,97.81839,6.3,1.1613658599175514,3.231135387512896,1.362862010221466,-0.2200000000000002,-0.1939914673602564,-4.670000000000002,2.880394484854265,18.809614650896613,0.1518060128680041
2003-12-31,103.266854961692,100.6819,15162.76,4.300440651057458,4.27,1.26,3.01,95.1,-0.0477380862186283,32.51,0.1077215494497904,17106.15,1.657980411310089,7.486042520014768,92.2602,18.31,-0.2157982351665313,4.43,2.0352035203520247,5.7,1111.9200439453125,0.110126462064891,5.649655927170771,1.9841883950955763,4.165331624479318,-4.650000000000006,0.0,5.083348614123096,98.46091,6.1,1.5112821472228255,4.300440651057458,1.0692177827799745,-0.48,0.0761857009649329,1.3299999999999983,2.1709435832793167,12.541993281075037,-0.2157982351665313
2004-03-31,104.752106311837,101.1317,15248.68,4.341952085996703,3.83,1.2,2.63,95.65,0.0057667263349174,35.75,0.0950025348242026,17427.098,1.8762141101299925,8.193875231750702,92.5861,16.74,-0.0896462936250901,4.21,1.7400761283306032,5.8,1126.2099609375,0.0127696882151781,6.131902833288949,1.626375894029275,14.80411046885035,0.5500000000000114,-0.4399999999999995,5.5074484053203365,99.57716,5.7,1.6146226339887049,4.341952085996703,1.516002245929271,0.9399999999999996,-0.0366244806373292,-4.650000000000006,-0.0588714540698087,-4.576659038901598,-0.0896462936250901
2004-06-30,106.673439588665,101.013,15366.85,4.227491217016888,4.73,2.09,2.640000000000001,97.57,0.0198743732335967,36.92,0.0322031404946347,17834.911,2.3401084908112546,7.881772117718566,92.871,14.34,-0.1547482298898548,4.15,3.16766794101584,5.6,1140.8399658203125,0.0129068246851435,6.483318381771519,2.447031362551799,22.45439469320068,1.9199999999999875,0.9000000000000004,5.428413143710875,100.6819,5.8,1.9234844604888668,4.227491217016888,2.480270574971821,0.0,0.138831650164834,0.5500000000000114,0.9407289987876988,4.165331624479318,-0.1547482298898548
2004-09-30,108.890889094825,100.6837,15512.619,3.494860356231766,4.13,2.21,1.92,96.17,-0.0144526103954681,49.56,0.2944306471262903,18213.249,2.1213338266728554,8.237219366620362,93.7467,13.34,-0.0722857946839966,4.07,2.539168017287952,5.4,1114.5799560546875,-0.0232871903089921,7.288123661712342,2.448803847620762,69.78417266187051,-1.3999999999999917,-0.6000000000000005,5.649655927170771,101.1317,5.6,1.2097131946160244,3.494860356231766,3.025210084033625,-0.4399999999999995,0.0217925882860045,1.9199999999999875,1.9841883950955763,14.80411046885035,-0.0722857946839966
2004-12-31,110.627753299077,100.5739,15670.88,3.3511049439547858,4.23,2.75,1.4800000000000004,90.88,-0.0565775037515492,43.36,-0.133646699629551,18722.489,2.795986591958433,9.44887657362996,95.5365,13.29,-0.0037551677623237,4.03,3.3423180592991875,5.4,1211.9200439453125,0.083728302221129,7.128035747884054,3.551152067738861,33.3743463549677,-5.290000000000006,0.1000000000000005,6.131902833288949,101.013,5.4,2.6361795130365406,3.3511049439547858,1.948775055679297,0.9000000000000004,0.110126462064891,-1.3999999999999917,1.626375894029275,22.45439469320068,-0.0037551677623237
2005-03-31,112.716921097129,100.4085,15844.727,3.9088432572524257,4.5,3.35,1.15,91.67,0.0086552170008431,55.31,0.2434163668751959,19053.396,1.7674306017752217,9.332006969835138,96.4456,14.02,0.0534730088812901,3.7,3.2068412613575736,5.2,1180.5899658203125,-0.0261916305609697,7.603488908930878,4.168552298887196,54.71328671328672,0.7900000000000063,0.2699999999999996,6.483318381771519,100.6837,5.4,1.7859709323257755,3.9088432572524257,2.378318584070782,-0.6000000000000005,0.0127696882151781,-5.290000000000006,2.447031362551799,69.78417266187051,0.0534730088812901
2005-06-30,114.966565872345,100.3846,15922.782,3.6177355801611855,4.0,3.45,0.5499999999999998,94.28,0.028073906094246,56.63,0.023585156119127,19555.889,2.637288386805148,9.649490260983072,97.1753,12.04,-0.1522504417257691,3.67,2.541026998411855,5.0,1191.3299560546875,0.0090560086242915,7.7743122521018115,4.634708358906448,53.385698808234025,2.6099999999999994,-0.5,7.288123661712342,100.5739,5.2,1.657980411310089,3.6177355801611855,2.0352035203520247,0.1000000000000005,0.0129068246851435,0.7900000000000063,2.448803847620762,33.3743463549677,-0.1522504417257691
2005-09-30,116.741502174166,100.6139,16047.587,3.448598847170792,4.2,4.01,0.1900000000000004,94.48,0.0021190938211765,66.21,0.1562926288110409,20032.131,2.435286884682175,9.986587236577083,95.3005,11.92,-0.0100167782434712,3.9,4.741833508956805,5.0,1228.81005859375,0.0309759758901626,7.209614270395459,1.6574450087309731,33.59564164648909,0.2000000000000028,0.2000000000000001,7.128035747884054,100.4085,5.0,1.8762141101299925,3.448598847170792,1.7400761283306032,0.2699999999999996,-0.0232871903089921,2.6099999999999994,3.551152067738861,54.71328671328672,-0.0100167782434712
2005-12-31,118.281507652431,101.1194,16136.734,2.9727366937913,4.47,4.38,0.0899999999999998,94.36,-0.0012709173496326,61.06,-0.0809745216300227,20516.356,2.417241580538776,9.581348932826184,98.0452,12.07,0.0125053734722365,3.54,3.338549817423053,4.9,1248.2900390625,0.0157283769584547,6.918475811998492,2.62590737571502,40.8210332103321,-0.1200000000000045,0.2699999999999996,7.603488908930878,100.3846,5.0,2.3401084908112546,2.9727366937913,3.16766794101584,-0.5,0.083728302221129,0.2000000000000028,4.168552298887196,53.385698808234025,0.0125053734722365
2006-03-31,119.381991014708,101.3739,16353.835,3.2131067957182013,4.72,4.82,-0.1000000000000005,94.21,-0.0015909214788979,66.25,0.0815784775595998,21066.104,2.6795596644940245,10.563513192083974,98.4628,11.39,-0.0579872576503492,3.86,3.4179181771103018,4.7,1294.8699951171875,0.036635654200431,5.913105018043985,2.091541760329152,19.779425058759717,-0.1500000000000056,0.25,7.7743122521018115,100.6139,4.9,2.1213338266728554,3.2131067957182013,2.539168017287952,0.2000000000000001,-0.0261916305609697,-0.1200000000000045,4.634708358906448,33.59564164648909,-0.0579872576503492
2006-06-30,119.154582135583,101.2252,16396.151,2.9729038556202125,5.11,5.21,-0.0999999999999996,93.72,-0.0052147194209814,73.94,0.1098184886421542,21654.759,2.7943230509067885,10.732674950241329,99.0997,13.08,0.1383485685699619,4.13,4.1817243159525175,4.6,1270.199951171875,-0.0192359702957551,3.642812352843716,1.980338625144462,30.56683736535404,-0.4899999999999949,0.3900000000000005,7.209614270395459,101.1194,4.7,2.795986591958433,2.9729038556202125,3.3423180592991875,0.2699999999999996,0.0090560086242915,-0.1500000000000056,1.6574450087309731,40.8210332103321,0.1383485685699619
2006-09-30,118.48546459258,101.2498,16420.738,2.325277937424497,4.72,4.91,-0.1900000000000004,92.61,-0.0119144864574173,62.9,-0.1617077898020909,22127.75,2.184235807011304,10.461288417093506,99.3183,11.98,-0.0878457533417493,4.12,2.012072434607637,4.5,1335.8499755859375,0.0503934451404933,1.493866693450796,4.215927513496776,-4.999244827065397,-1.1099999999999994,-0.3900000000000005,6.918475811998492,101.3739,4.6,1.7674306017752217,2.325277937424497,3.2068412613575736,0.25,0.0309759758901626,-0.4899999999999949,2.62590737571502,19.779425058759717,-0.0878457533417493
2006-12-31,119.241580478205,101.5824,16561.866,2.63456037634382,4.56,5.0,-0.4400000000000004,90.22,-0.0261459952019277,60.85,-0.0331343442728585,22638.445,2.307939126210301,10.34340113809684,100.1735,11.56,-0.0356877294430718,3.95,2.5239777889954462,4.4,1418.300048828125,0.0598912306597022,0.8116846367862918,2.1707334984272686,-0.3439240091713036,-2.390000000000001,-0.1600000000000001,5.913105018043985,101.2252,4.5,2.637288386805148,2.63456037634382,2.541026998411855,0.3900000000000005,0.0157283769584547,-1.1099999999999994,2.091541760329152,30.56683736535404,-0.0356877294430718
2007-03-31,118.871727977828,101.9432,16611.69,1.5767249700146868,4.56,4.9,-0.3400000000000007,91.29,0.0117901205967395,65.94,0.0803334182100486,23040.77,1.7771759500265991,9.373664916873103,100.9547,14.64,0.2362066452889341,3.98,2.798197295943927,4.4,1420.8599853515625,0.0018033060386475,-0.4274204446943264,2.530803511580016,-0.4679245283018884,1.0700000000000074,0.0,3.642812352843716,101.2498,4.4,2.435286884682175,1.5767249700146868,4.741833508956805,-0.3900000000000005,0.036635654200431,-2.390000000000001,1.980338625144462,-4.999244827065397,0.2362066452889341
2007-06-30,117.543446984268,102.1929,16713.314,1.9343747200181167,5.1,4.91,0.1899999999999995,89.88,-0.015565805259861,70.47,0.0664418496953461,23667.942,2.722009724501384,9.296723182188282,101.7893,16.23,0.1031038729933343,4.02,2.692765113974227,4.6,1503.3499755859375,0.0564336232354597,-1.3521386441368466,2.7140344521729087,-4.692994319718691,-1.4100000000000108,0.54,1.493866693450796,101.5824,4.4,2.417241580538776,1.9343747200181167,3.338549817423053,-0.1600000000000001,-0.0192359702957551,1.0700000000000074,4.215927513496776,-0.3439240091713036,0.1031038729933343
2007-09-30,115.378590892797,101.9985,16809.587,2.368036077306624,4.52,4.05,0.4699999999999997,87.19,-0.0303858018774047,81.64,0.1471322506027129,24209.672,2.288876658562033,9.408647512738533,102.0894,18.0,0.1035103763696649,4.41,2.8338264299802685,4.7,1526.75,0.0154453581013561,-2.622155983829899,2.7901202497425004,29.793322734499217,-2.6899999999999977,-0.5800000000000001,0.8116846367862918,101.9432,4.6,2.6795596644940245,2.368036077306624,3.4179181771103018,0.0,0.0503934451404933,-1.4100000000000108,2.1707334984272686,-0.4679245283018884,0.1035103763696649
2007-12-31,112.128582264457,101.6242,16915.191,2.133364682457861,4.1,3.34,0.7599999999999998,84.41,-0.0324037674440951,95.95,0.1615078845120648,24691.754,1.991278527028384,9.070009004593738,102.3803,22.5,0.2231435513142097,4.6,4.108813392417532,5.0,1468.3599853515625,-0.0389951713615627,-5.965199542996757,2.2029778334589523,57.68282662284305,-2.780000000000001,-0.4199999999999999,-0.4274204446943264,102.1929,4.7,2.7943230509067885,2.133364682457861,4.1817243159525175,0.54,0.0598912306597022,-2.6899999999999977,2.530803511580016,-4.692994319718691,0.2231435513142097
2008-03-31,108.665834340447,101.1775,16843.003,1.3924712055185309,3.51,1.55,1.96,81.48,-0.0353282866370234,101.54,0.0566255870655392,25019.452,1.3271556164053733,8.587742510341446,101.5336,25.61,0.1294675910010594,4.77,3.9749035501344334,5.1,1322.699951171875,-0.1044710566251753,-8.585635803396919,0.5734255066876637,53.98847437063999,-2.9299999999999926,-0.5899999999999999,-1.3521386441368466,101.9985,5.0,2.184235807011304,1.3924712055185309,2.012072434607637,-0.5800000000000001,0.0018033060386475,-2.780000000000001,2.7140344521729087,29.793322734499217,0.1294675910010594
2008-06-30,104.589139206153,100.2976,16943.291,1.3760107660276244,4.1,2.36,1.7399999999999998,82.39,0.0111064789688935,139.96,0.3209038579802389,25185.003,0.6616891529038993,6.409771495975458,100.0335,23.95,-0.0670145763545096,4.9,4.935966105947864,5.6,1280.0,-0.0328149872028433,-11.020867696562275,-1.724935725071297,98.60933730665532,0.9099999999999966,0.5899999999999999,-2.622155983829899,101.6242,5.1,2.307939126210301,1.3760107660276244,2.5239777889954462,-0.4199999999999999,0.0564336232354597,-2.9299999999999926,2.7901202497425004,57.68282662284305,-0.0670145763545096
2008-09-30,100.879193561927,98.2246,16854.295,0.2659672721286865,3.69,1.78,1.91,85.32,0.0349448232756511,100.7,-0.3292108677749707,25446.401,1.0379113315968302,5.108408738457926,93.7895,39.39,0.4975436531258904,4.8,4.953319875136075,6.1,1166.3599853515625,-0.0929723023592234,-12.566800494505948,-8.130031129578574,23.34639882410583,2.9299999999999926,-0.4099999999999997,-5.965199542996757,101.1775,5.6,1.7771759500265991,0.2659672721286865,2.798197295943927,-0.5899999999999999,0.0154453581013561,0.9099999999999966,2.2029778334589523,53.98847437063999,0.4975436531258904
2008-12-31,99.4926215315527,95.66428,16485.35,-2.5411536884212604,2.42,0.37,2.05,89.54,0.0482765592096698,44.6,-0.8144119406984982,25207.749,-0.9378615074092432,2.089746236739587,90.8357,40.0,0.0153674771311218,5.64,-0.022228002553859,7.3,903.25,-0.2556436845266899,-11.269170159578213,-11.276192783181926,-53.517457008858784,4.220000000000013,-1.27,-8.585635803396919,100.2976,6.1,2.722009724501384,-2.5411536884212604,2.692765113974227,0.5899999999999999,-0.0389951713615627,2.9299999999999926,0.5734255066876637,98.60933730665532,0.0153674771311218
2009-03-31,99.5591214180201,94.78365,16298.262,-3.234227293078318,2.82,0.57,2.25,93.45,0.0427410810887523,49.64,0.107063101310388,25034.338,-0.6879273512283901,0.0594977060248913,86.6528,44.14,0.0984869467146539,6.51,-0.4464787676623838,8.7,797.8699951171875,-0.1240536992367511,-8.380474854585696,-14.656035046526473,-51.11286192633445,3.9099999999999966,0.3999999999999999,-11.020867696562275,98.2246,7.3,2.288876658562033,-3.234227293078318,2.8338264299802685,-0.4099999999999997,-0.1044710566251753,4.220000000000013,-1.724935725071297,23.34639882410583,0.0984869467146539
2009-06-30,97.77330294517,95.8861,16269.145,-3.9788374053187248,3.72,0.56,3.16,88.34,-0.0562335277331914,69.82,0.3411235413404834,24918.064,-0.4644580575687729,-1.0599125201613102,84.7459,26.35,-0.515898125841219,6.77,-1.2291746182109151,9.5,919.3200073242188,0.1416886034927275,-6.516772499244383,-15.282480369076357,-50.11431837667906,-5.109999999999999,0.9000000000000004,-12.566800494505948,95.66428,8.7,1.991278527028384,-3.9788374053187248,4.108813392417532,-1.27,-0.0328149872028433,3.9099999999999966,-8.130031129578574,-53.517457008858784,-0.515898125841219
2009-09-30,96.6643830424593,97.51496,16326.281,-3.1328157006863644,3.4,0.4,3.0,85.97,-0.0271946079820277,70.46,0.0091246712362016,24706.479,-0.849122949519665,-2.907766799713652,87.4063,25.61,-0.0284853747759375,6.49,-1.377942862886472,9.8,1057.0799560546875,0.1396313530536158,-4.178077134290659,-6.805879122929537,-30.029791459781546,-2.3700000000000045,-0.3200000000000003,-11.269170159578213,94.78365,9.5,1.3271556164053733,-3.1328157006863644,3.9749035501344334,0.3999999999999999,-0.0929723023592234,-5.109999999999999,-11.276192783181926,-51.11286192633445,-0.0284853747759375
2009-12-31,95.8740696963134,98.84863,16502.754,0.1055725234829774,3.59,0.47,3.12,84.1,-0.0219918312074503,79.39,0.1193272428239305,24496.837,-0.8485304603703336,-2.820212149843293,88.3793,21.68,-0.1665927236399884,6.33,2.8141231232083674,9.9,1115.0999755859375,0.0534337167399176,-3.6370052166046607,-2.704223119324234,78.00448430493275,-1.8700000000000043,0.1899999999999999,-8.380474854585696,95.8861,9.8,0.6616891529038993,0.1055725234829774,4.935966105947864,0.9000000000000004,-0.2556436845266899,-2.3700000000000045,-14.656035046526473,-50.11431837667906,-0.1665927236399884
2010-03-31,94.634796605452,99.63297,16582.71,1.7452658449103264,3.73,0.41,3.32,84.67,0.0067547806752834,83.45,0.049875234370822,24354.291,-0.5818955320639918,-2.716456892129515,90.2928,17.59,-0.2090596178219786,5.78,2.2861714393279886,9.9,1169.4300537109375,0.0475724314460383,-4.946131245867747,4.200672107537207,68.11039484286864,0.5700000000000074,0.1400000000000001,-6.516772499244383,97.51496,9.9,1.0379113315968302,1.7452658449103264,4.953319875136075,-0.3200000000000003,-0.1240536992367511,-1.8700000000000043,-15.282480369076357,-30.029791459781546,-0.2090596178219786
2010-06-30,93.9936507929743,99.60447,16743.162,2.91359502911801,3.2,0.32,2.8800000000000003,87.35,0.0311616889258796,75.59,-0.0989236508037586,24225.042,-0.5307031931251815,-2.7812032267033104,91.9928,34.54,0.6747875139690658,5.1,1.1215605940686268,9.4,1030.7099609375,-0.1262686492820759,-3.865730253907129,8.551328146848402,8.264107705528524,2.6799999999999926,-0.5299999999999998,-4.178077134290659,98.84863,9.9,-0.9378615074092432,2.91359502911801,-0.022228002553859,0.1899999999999999,0.1416886034927275,0.5700000000000074,-6.805879122929537,78.00448430493275,0.6747875139690658
2010-09-30,92.2847583329001,99.61134,16872.266,3.344209253779229,2.65,0.27,2.38,83.94,-0.0398207786746207,79.95,0.0560774399758779,24202.396,-0.0934817780708141,-2.040286679457637,92.9537,23.7,-0.376643024577447,4.58,1.1183122472331777,9.5,1141.199951171875,0.1018324503114723,-4.530753284418609,6.346682104150392,13.46863468634687,-3.4099999999999966,-0.5500000000000003,-3.6370052166046607,99.63297,9.4,-0.6879273512283901,3.344209253779229,-0.4464787676623838,0.1400000000000001,0.1396313530536158,2.6799999999999926,-2.704223119324234,68.11039484286864,-0.376643024577447
2010-12-31,90.7799135047109,100.1111,16960.864,2.7759609093124693,3.29,0.29,3.0,81.69,-0.0271706625516668,91.38,0.1336251968551622,24132.744,-0.2877896882606201,-1.4862857600758894,93.6787,17.75,-0.2890895322196606,4.14,1.437793022217937,9.3,1257.6400146484375,0.0971566628797646,-5.313382656789811,5.996200467756596,15.102657765461649,-2.25,0.6400000000000001,-4.946131245867747,99.60447,9.5,-0.4644580575687729,2.7759609093124693,-1.2291746182109151,-0.5299999999999998,0.0534337167399176,-3.4099999999999966,4.200672107537207,8.264107705528524,-0.2890895322196606
2011-03-31,88.0098902595533,100.3614,16920.632,2.037797199613345,3.41,0.3,3.1100000000000003,79.87,-0.0225312824244803,106.19,0.1502033062806288,24119.468,-0.0550123931203128,-0.9641955908303856,94.0788,17.74,-0.0005635390399914,3.82,2.619241510354109,9.0,1325.8299560546875,0.0528016848206529,-7.000497262670747,4.193025357503588,27.249850209706405,-1.8199999999999927,0.1200000000000001,-3.865730253907129,99.61134,9.3,-0.849122949519665,2.037797199613345,-1.377942862886472,-0.5500000000000003,0.0475724314460383,-2.25,8.551328146848402,13.46863468634687,-0.0005635390399914
2011-06-30,86.4094299863782,99.78583,17035.114,1.7437088645501977,3.0,0.19,2.81,78.95,-0.0115855722276465,95.3,-0.1082001317555978,24141.252,0.0903170832789568,-0.3458817532700275,94.172,16.52,-0.0712502087886013,3.65,3.502318150636041,9.1,1320.6400146484375,-0.0039221665969712,-8.068865016532566,2.3688810428642126,26.07487762931604,-0.9200000000000016,-0.4100000000000001,-4.530753284418609,100.1111,9.0,-0.8485304603703336,1.7437088645501977,2.8141231232083674,0.6400000000000001,-0.1262686492820759,-1.8199999999999927,6.346682104150392,15.102657765461649,-0.0712502087886013
2011-09-30,86.2760501885867,99.1377,17031.313,0.9426534645672336,1.98,0.13,1.85,80.96,0.0251404648375041,78.93,-0.1884684269398452,24212.817,0.2964427859830865,0.0430577204008963,95.1961,42.96,0.9556976821077772,3.45,3.812621692818685,9.0,1131.4200439453125,-0.1546429588484064,-6.511051502825749,2.412383799676609,-1.275797373358345,2.009999999999991,-1.02,-5.313382656789811,100.3614,9.1,-0.5818955320639918,0.9426534645672336,2.2861714393279886,0.1200000000000001,0.1018324503114723,-0.9200000000000016,5.996200467756596,27.249850209706405,0.9556976821077772
2011-12-31,86.1383699779629,99.52104,17222.583,1.543075871606514,1.98,0.12,1.86,82.09,0.0138610008210195,98.83,0.2248398186677813,24297.678,0.3504796653772235,0.6834448664436943,96.3571,23.4,-0.6075334278369536,3.25,3.062066838419386,8.5,1257.5999755859375,0.1057316034539904,-5.112963151817873,2.859134467066693,8.152768658349752,1.1300000000000097,0.0,-7.000497262670747,99.78583,9.0,-0.5307031931251815,1.543075871606514,1.1215605940686268,-0.4100000000000001,0.0971566628797646,2.009999999999991,4.193025357503588,26.07487762931604,-0.6075334278369536
2012-03-31,85.949647282451,99.95082,17367.01,2.6380693108862374,2.17,0.19,1.98,81.21,-0.0107778140658554,103.03,0.041619005568884,24325.586,0.1148587120135546,0.8545710875546675,96.74,15.5,-0.4118959984384546,3.06,2.5828752813320977,8.2,1408.469970703125,0.1132988647728481,-2.3409221066250208,2.8286925428470555,-2.975798097749316,-0.8800000000000097,0.1899999999999999,-8.068865016532566,99.1377,8.5,-0.0934817780708141,2.6380693108862374,1.1183122472331777,-1.02,0.0528016848206529,1.1300000000000097,2.3688810428642126,-1.275797373358345,-0.4118959984384546
2012-06-30,87.0782780077535,99.71401,17444.525,2.403335839137921,1.62,0.21,1.41,84.18,0.0359189710481052,85.04,-0.191898473923284,24413.324,0.3606819584942355,1.1270003726401523,97.6663,17.08,0.0970681644352227,2.92,1.653870448297634,8.2,1362.1600341796875,-0.0334322878299134,0.7740451724779662,3.7105509068513065,-10.766002098635871,2.970000000000013,-0.5499999999999998,-6.511051502825749,99.52104,8.2,-0.2877896882606201,2.403335839137921,1.437793022217937,0.0,-0.0039221665969712,-0.8800000000000097,2.412383799676609,8.152768658349752,0.0970681644352227
2012-09-30,87.8780672190928,99.62026,17469.65,2.5737123144880414,1.72,0.17,1.55,81.79,-0.0288023765955418,92.18,0.0806214532586696,24600.398,0.7662782831211468,1.6007265903839274,97.381,15.73,-0.0823384712902372,2.82,1.9497168982819613,7.8,1440.6700439453125,0.0560366134384083,1.856850223212958,2.2951570495009843,16.78702647915875,-2.390000000000001,0.0999999999999998,-5.112963151817873,99.95082,8.2,-0.0550123931203128,2.5737123144880414,2.619241510354109,0.1899999999999999,-0.1546429588484064,2.970000000000013,2.859134467066693,-2.975798097749316,-0.0823384712902372
2012-12-31,88.7078064650898,99.91696,17489.852,1.551852007332477,1.72,0.16,1.56,80.49,-0.0160220336412403,91.83,-0.0038041456669314,24771.864,0.6970049834153169,1.95156919932844,98.3101,18.02,0.1359125351100053,2.71,1.7595049796895523,7.9,1426.18994140625,-0.0101018017968799,2.9829174707906025,2.0268355938483085,-7.082869574015982,-1.3000000000000114,0.0,-2.3409221066250208,99.71401,7.8,0.0903170832789568,1.551852007332477,3.502318150636041,-0.5499999999999998,0.1057316034539904,-2.390000000000001,2.8286925428470555,-10.766002098635871,0.1359125351100053
2013-03-31,90.224771370431,100.3317,17662.4,1.700868485709428,1.96,0.14,1.82,82.26,0.0217520096966357,97.24,0.0572431078224917,24798.351,0.1069237260466149,1.943488637848234,99.1921,12.7,-0.3498802587156464,2.64,1.5187472411246183,7.5,1569.18994140625,0.0955530134548053,4.973986773826922,2.534732272069462,-5.619722410948269,1.7700000000000102,0.24,0.7740451724779662,99.62026,7.9,0.2964427859830865,1.700868485709428,3.812621692818685,0.0999999999999998,0.1132988647728481,-1.3000000000000114,3.7105509068513065,16.78702647915875,-0.3498802587156464
2013-06-30,91.9708217625071,100.6503,17709.671,1.5199382041070075,2.3,0.15,2.15,83.05,0.0095578732570256,96.36,-0.0090909717012519,25005.818,0.8366161120955118,2.426928836073272,99.3897,16.86,0.2833419591091638,2.53,1.7157935271568725,7.5,1606.280029296875,0.0233614394498837,5.618558229088966,1.7645800035426706,13.311382878645327,0.789999999999992,0.3399999999999998,1.856850223212958,99.91696,7.5,0.3504796653772235,1.5199382041070075,3.062066838419386,0.0,-0.0334322878299134,1.7700000000000102,2.2951570495009843,-7.082869574015982,0.2833419591091638
2013-09-30,93.0129268939342,100.7465,17860.45,2.237022493295515,2.81,0.1,2.71,82.84,-0.0025317995319204,102.36,0.0604048335449174,25246.05,0.9607044248662432,2.6245591636362864,100.161,16.6,-0.0155412572112116,2.44,1.0947341081747997,7.2,1681.550048828125,0.0457950513802674,5.843164099227916,2.854766330187619,11.043610327619868,-0.2099999999999937,0.5100000000000002,2.9829174707906025,100.3317,7.5,0.1148587120135546,2.237022493295515,2.5828752813320977,0.24,0.0560366134384083,0.789999999999992,2.0268355938483085,-5.619722410948269,-0.0155412572112116
